Movie Title,Storyline
Drylands,No storyline available
Dulhan to Jayegi Dulhe Raja Ke Saath,No storyline available
The Cure 1885,"Set in the year 1885, a battle for a mysterious treasure takes place between the good and bad."
Fencing for the Edge,"In New Jersey, fencing rules winter sports. Following four teams from private and public schools, teenage girls discover that fencing is uniquely physical and requires strength in both body and mind. With added college pressure during the competitive season, how they recover from loss will define their character forever."
A Hard Place,"Chudi's life takes a dramatic turn as he finds himself entangled with a narcissistic woman. Just when he believes his troubles are behind him, an unexpected event unfolds."
The Faith of an Elder,No storyline available
Respire,"Over four transformative years, follow the extraordinary journeys of young adventurers battling cystic fibrosis. Fueled by their relentless passion for sports and the mountains, they defy the odds, pushing their limits and embracing life. As a groundbreaking treatment emerges on the horizon, their dreams of a brighter future suddenly seem within reach. A story of resilience, hope, and the unbreakable human spirit."
Driving Towards Change,John Felder made history as the first recipient of a license by the U.S. government to sell electric vehicles to Cuba.
Mritojibi,"Getting haunted by his past, a lonely man comes to the city in search of a job. Will his life take a new turn?"
Lolita en Honda,"A deep exploration by director/writer/cinematographer Daniel Torres of his grandmother and her childhood memories, unraveling the fears and aggression that allowed her to survive poverty and abandonment. Through a black and white film filled with blotches, light leaks, and dreamlike visions, the movie creates a documentary world that brings his grandmother's memory to life. Through reenactments, interviews, and fairy tales, the director portrays the internalized violence his grandmother learned and transmitted to survive, exploring how these traumas perpetuate from generation to generation. This story becomes an origin myth that explains the profound imprints of intergenerational trauma caused by poverty and abandonment."
Kill Kevin,"After a couple's night of partying leads to a crime and cover up, they are forced to reenact their past misdeeds years later by a mysterious film crew led by an enigmatic Director."
Full Moon University - The Video Zone Story,No storyline available
L'ennemi.e de mon coeur,No storyline available
Sinister clown till death do us apart chapter 2,No storyline available
Detroit: The City of Faith,No storyline available
Dancing with the Devil,No storyline available
Suhag Ke Batwara,No storyline available
Lébou,No storyline available
Zehn Jahre,No storyline available
Steve's World,"In a war-torn kingdom, Steve, armed with a mysterious dagger, must protect Princess Ellethea and confront the dark lord Dio. Facing epic battles and mystical challenges, they fight to restore peace and balance to their world."
The Last Promise,No storyline available
Anacostia Delta: The Legacy of DC's TeleMasters,"In September of 2015, thirty local musicians took the stage at the legendary Birchmere Concert Hall in suburban Washington DC in front of a packed house to celebrate legendary guitar player Danny Gatton and the music scene he championed, a scene with a unique style that Gatton named the ""Anacostia Delta"" sound, after the river that runs through the region he called home. This unique documentary concert film captures that musical celebration and tells the story of a hugely influential music scene that spans nearly six decades in the nation's capitol. With Gatton as the introduction, the film is a journey deep into the roots of the Anacostia Delta sound-and a celebration of its vibrancy today. The film also honors other guitar heroes of the Anacostia Delta like the late Roy Buchanan who was also labeled ""the greatest unknown guitar player in the world."" Buchanan was a blues hero to millions and remains an inspiration to many. He mentored DC native and Bruce Springsteen's guitar player, Nils Lofgren. In the 70s, Roy found the DC world so complete that he turned down an invitation to join the Rolling Stones and an invitation to record with John Lennon. Here in DC he perfected his influential sound. Buchanan and Gatton both admired another DC player-a man of enormous influence and renown, but forgotten today, Chick Hall. In an interview, Chick Jr. shares how his father's eclectic and virtuosic playing amazed country legends like Roy Clark, Jimmy Dean and Patsy Cline in the 1950s when DC was considered a country music town. Chick Jr. and brother Chris take the stage with their down home soul-inflected country sound to pay homage. We find out that it was Chick Sr. who convinced 50's rock legend Link Wray (""the father of the power chord"" and inspiration to Townshend, Jimmy Page and Iggy Pop) to come to DC. As a young musician, Danny Gatton would end up playing on ""Fire and Brimstone,"" one of Wray's hits. Through interviews and stage performances, the film introduces audiences to current DC guitar virtuosos like Tom Principato, Dave Chappell, Dan Hovey, Rick Whitehead and Chuck Underwood who still have the passion to play the intoxicating mix of blues, jazz, bluegrass and country music that Gatton played to perfection. The film leaves the audience certain that the music of this DC scene has a bright future in players like Anthony Pirog, whose mastery-inspired by Gatton-is bringing him recognition in guitar circles around the world. As the concert progresses, each act, each tune takes us deeper and deeper into the rich tapestry of Gatton's beloved Anacostia Delta. The cheering crowd leaps to their feet at the show's close-proof positive that this unique DC scene is alive, vibrant as ever and ready to be introduced to the world."
